input_file,algorithm,input_size,runs,wall_time_s,energy_kwh,emissions_kgco2eq
sorted_329034.csv,quick,329034,30,9.502862,0.000022256554,0.000006472317
sorted_35622.csv,quick,35622,30,2.333962,0.000007533449,0.000002190765
sorted_385662.csv,quick,385662,30,11.487968,0.000026120479,0.000007595966
sorted_41753.csv,quick,41753,30,2.510934,0.000008255691,0.000002400796
sorted_452035.csv,quick,452035,30,13.160816,0.000033226848,0.000009662534
sorted_48939.csv,quick,48939,30,2.594100,0.000014319380,0.000004164147
sorted_529832.csv,quick,529832,30,15.003856,0.000034575472,0.000010054720
sorted_57362.csv,quick,57362,30,2.712340,0.000014862591,0.000004322116
sorted_621017.csv,quick,621017,30,18.183779,0.000042673189,0.000012409577
sorted_67234.csv,quick,67234,30,2.903294,0.000015548284,0.000004521519
sorted_727895.csv,quick,727895,30,22.069013,0.000048967270,0.000014239927
sorted_78805.csv,quick,78805,30,3.200285,0.000009017350,0.000002622290
sorted_853168.csv,quick,853168,30,25.769173,0.000060019963,0.000017454105
sorted_92367.csv,quick,92367,30,3.567911,0.000010533596,0.000003063222
reverse_10000.csv,quick,10000,30,1.830978,0.000005462973,0.000001588660
reverse_1000000.csv,quick,1000000,30,59.938144,0.000131432058,0.000038221100
reverse_108264.csv,quick,108264,30,6.068403,0.000018996394,0.000005524246
reverse_11721.csv,quick,11721,30,1.893736,0.000005726389,0.000001665263
reverse_126896.csv,quick,126896,30,6.896168,0.000019137554,0.000005565296
reverse_13738.csv,quick,13738,30,1.972926,0.000006051208,0.000001759722
reverse_148735.csv,quick,148735,30,8.048600,0.000021789348,0.000006336451
reverse_16103.csv,quick,16103,30,2.066579,0.000006436682,0.000001871819
reverse_174333.csv,quick,174333,30,9.308457,0.000024589270,0.000007150683
reverse_18874.csv,quick,18874,30,2.270929,0.000007276174,0.000002115948
reverse_204336.csv,quick,204336,30,11.168243,0.000028281498,0.000008224401
reverse_22122.csv,quick,22122,30,2.409495,0.000007846244,0.000002281727
reverse_239503.csv,quick,239503,30,13.192890,0.000032402355,0.000009422767
reverse_25929.csv,quick,25929,30,2.485936,0.000008160833,0.000002373211
reverse_280722.csv,quick,280722,30,15.640938,0.000034853540,0.000010135584
reverse_30392.csv,quick,30392,30,2.632219,0.000017178487,0.000004995590
reverse_329034.csv,quick,329034,30,18.583229,0.000045223164,0.000013151122
reverse_35622.csv,quick,35622,30,2.845981,0.000018075235,0.000005256369
reverse_385662.csv,quick,385662,30,21.760162,0.000050510797,0.000014688792
reverse_41753.csv,quick,41753,30,3.126104,0.000008710738,0.000002533126
reverse_452035.csv,quick,452035,30,25.871839,0.000059226930,0.000017223488
reverse_48939.csv,quick,48939,30,3.421683,0.000009927162,0.000002886868
reverse_529832.csv,quick,529832,30,30.728446,0.000069574968,0.000020232748
reverse_57362.csv,quick,57362,30,3.768257,0.000012815486,0.000003726807
reverse_621017.csv,quick,621017,30,36.270470,0.000078176304,0.000022734060
reverse_67234.csv,quick,67234,30,4.200869,0.000011038995,0.000003210195
reverse_727895.csv,quick,727895,30,42.935054,0.000092747745,0.000026971508
reverse_78805.csv,quick,78805,30,4.740659,0.000015359302,0.000004466562
reverse_853168.csv,quick,853168,30,51.674152,0.000114429016,0.000033276530
reverse_92367.csv,quick,92367,30,5.315360,0.000013529536,0.000003934457
